Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC458769;75005;2025-07-28;2025-12-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;113.94;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;;916653;298368;"{""coordinates"": [[[2.345916339970764, 48.84503272413678], [2.3462079240547777, 48.844961762023324], [2.3461967036260774, 48.844939539545756], [2.346149502438565, 48.844925620283924], [2.345901281259717, 48.8449864973835], [2.3459097310046424, 48.84500961579279], [2.345916339970764, 48.84503272413678]]], ""type"": ""Polygon""}";48.84497597923676, 2.3460491653668574
EC461525;75009;2025-08-27;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;14.99;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;919798;300308;"{""coordinates"": [[[2.3414973735789957, 48.8732009687067], [2.341492012145067, 48.87318818928754], [2.3413572035685606, 48.87320384074263], [2.341361868037641, 48.87321707139823], [2.3414973735789957, 48.8732009687067]]], ""type"": ""Polygon""}";48.87320256016448, 2.341426810876052
EC467484;75017;2025-11-24;2025-12-07;Opérateurs de réseau (gaz-électricité-RATP-etc);CIELIS;6.3;Travaux sur réseau d’éclairage public ou signalisation lumineuse tricolore;EMPRISE_TROTTOIR;;924498;304184;"{""coordinates"": [[[2.2797818278142636, 48.87873192192603], [2.2798077184521137, 48.87874907161923], [2.279816418307543, 48.87874400041483], [2.2798319011253954, 48.87871648740578], [2.2798142856762893, 48.87871097460085], [2.2798031928125617, 48.87873310628434], [2.279791450279932, 48.878729449971374], [2.2797818278142636, 48.87873192192603]]], ""type"": ""Polygon""}";48.878730619944506, 2.2798108234226833
EC462262;75019;2025-08-04;2025-12-31;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);153.27;Travaux sur édifice public (VdP*);EMPRISE_TROTTOIR;;920288;300734;"{""coordinates"": [[[2.394363581906305, 48.876925399618464], [2.3944006626800065, 48.87677622993272], [2.3942793293829046, 48.87676177356108], [2.3942422059118162, 48.876914585286826], [2.394363581906305, 48.876925399618464]]], ""type"": ""Polygon""}";48.87684438614549, 2.394321228004201
EC473481;75015;2025-11-17;2025-12-15;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;15.75;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;929364;308076;"{""coordinates"": [[[2.3030443055175316, 48.83516747723134], [2.3028906651820393, 48.8352115505461], [2.30278147781116, 48.83518757629603], [2.302763283972484, 48.83516185519135], [2.302750289660023, 48.835166332970275], [2.302768938177308, 48.83519034881751], [2.302776735740895, 48.83518754865393], [2.302769796682569, 48.83519063892323], [2.3028901610233525, 48.83521695553887], [2.3030494147360954, 48.835172345630106], [2.3030443055175316, 48.83516747723134]]], ""type"": ""Polygon""}";48.83519180279444, 2.302884323640737
EC471227;75016;2025-11-03;2025-12-19;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;679.85;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;927709;306721;"{""coordinates"": [[[2.2750740391073196, 48.87206087072854], [2.2751497527519287, 48.87204351949347], [2.2752336748783937, 48.872009622276174], [2.2752985701137396, 48.87197601451037], [2.2753895159079516, 48.871922326422535], [2.2754745690851954, 48.87185119664696], [2.27553447768051, 48.871779106111376], [2.275569731425724, 48.87171496134679], [2.2756033010700656, 48.87159535266842], [2.2756039934013716, 48.871545570829795], [2.2755902135630546, 48.87147748603652], [2.2755550954813666, 48.87139955824888], [2.275520680869799, 48.87135927776178], [2.275448626940193, 48.871290030801546], [2.275361639464536, 48.87123567020987], [2.2752744212984224, 48.87119790290409], [2.2751838882198396, 48.87117792612664], [2.275068790834417, 48.87115941933508], [2.274967606927648, 48.87115516322458], [2.2748570072631344, 48.871166231518075], [2.27477705566602, 48.871179509836004], [2.2746321473910434, 48.871230846955775], [2.2745352240437593, 48.87127316470002], [2.274446664631156, 48.87133172400677], [2.274375908973634, 48.87138958176495], [2.274313590536188, 48.871458419494495], [2.2742752512621727, 48.87152375932289], [2.2742471952634395, 48.87159968564142], [2.2742410400015745, 48.871689102736596], [2.27424802933943, 48.871759979452186], [2.274271776348434, 48.871817195965214], [2.2743422529483266, 48.87191152940696], [2.2744351325938745, 48.87198333147261], [2.2745606902344475, 48.87204399794931], [2.2746450661158524, 48.87206555758588], [2.2747693516357526, 48.87208533454549], [2.274834968396603, 48.87208816122166], [2.2749313803232414, 48.87208267378571], [2.274923038504722, 48.87206481260197], [2.274807584239429, 48.872071804387254], [2.2747629023098943, 48.87206384246415], [2.2746925019176265, 48.87205208323376], [2.2746117729495965, 48.87203297396631], [2.2745542001714365, 48.87202533944877], [2.274492727854543, 48.87198934736091], [2.274372839465138, 48.87191819102468], [2.2743664974494218, 48.871889009256584], [2.274312837959947, 48.87182068256247], [2.274283355556656, 48.871778812809296], [2.2742777960822314, 48.871693372653205], [2.274284542165469, 48.87160557886233], [2.274312153827444, 48.8715175068619], [2.27438706966312, 48.87142526895403], [2.274480899028241, 48.871340836850266], [2.2746151081947126, 48.87126474440694], [2.274695960827258, 48.87123082894639], [2.2747810454885964, 48.87120139083953], [2.2749249752386116, 48.87117635800829], [2.2750899711943755, 48.871180595926994], [2.275224742374639, 48.871196387984185], [2.2753132211851135, 48.8712317338229], [2.2753599621318643, 48.87126804103956], [2.275418507713232, 48.871293896438985], [2.2755075888488956, 48.87137417444231], [2.2755582313818548, 48.87148295925838], [2.275579012315864, 48.87157699120634], [2.2755537228234153, 48.87167479227708], [2.2755044074846977, 48.87177932881476], [2.2754309733779103, 48.871853361890814], [2.2753440516413446, 48.871926502953244], [2.275216709453494, 48.87199413803076], [2.275141320735274, 48.87203213487036], [2.275065021822994, 48.87204745812714], [2.275015121025961, 48.87206172800738], [2.2750740391073196, 48.87206087072854]]], ""type"": ""Polygon""}";48.871600563722545, 2.2748855425557872
EC457729;75019;2025-08-18;2026-01-01;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;1340.1;Aménagement de voirie (VdP*);EMPRISE_TROTTOIR;;916499;297646;"{""coordinates"": [[[2.377253319235861, 48.874098817106294], [2.3773786888707082, 48.87412132669046], [2.377417583391106, 48.8741014936106], [2.3777441507375654, 48.87357770761096], [2.3777689884917814, 48.87357874774979], [2.3778207983369377, 48.8735179989682], [2.3778957710888027, 48.87348287029097], [2.377964178572239, 48.87341947552135], [2.3779491234725287, 48.873408468565614], [2.378337542444353, 48.872791198677255], [2.3784360916020777, 48.872631423648514], [2.3782406998908883, 48.87257667717149], [2.3782798760593957, 48.87264882751946], [2.377781535123297, 48.873453133588335], [2.377386244410803, 48.874066723315266], [2.377253319235861, 48.874098817106294]]], ""type"": ""Polygon""}";48.873211224181524, 2.377988964940704
EC435016;75020;2025-04-01;2028-04-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;116.88;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;899292;283656;"{""coordinates"": [[[2.4088973205867115, 48.87754685508463], [2.4089817208924735, 48.87757196287567], [2.4090772542984267, 48.87742712538446], [2.409069304650234, 48.87742465705518], [2.4089965261542625, 48.87740284518177], [2.4088973205867115, 48.87754685508463]]], ""type"": ""Polygon""}";48.877487691928266, 2.4089878618278875
EC465660;75011;2025-09-15;2025-12-01;Opérateurs de réseau (gaz-électricité-RATP-etc);EAU DE PARIS;41.43;Travaux sur réseau d’eau;EMPRISE_CHAUSSEE;;923082;303034;"{""coordinates"": [[[2.384929555707056, 48.85502610130377], [2.3851006074675167, 48.854929430685274], [2.385073806213846, 48.8549135075729], [2.384906430618677, 48.855010600859416], [2.384929555707056, 48.85502610130377]]], ""type"": ""Polygon""}";48.854969242203275, 2.385003807163243
EC454036;75012;2025-06-09;2025-12-31;Ville de Paris (Tvx sur espace ou édifice public);Ville de Paris (autres);95.77;Travaux sur édifice public (VdP*);EMPRISE_TROTTOIR;;913501;295155;"{""coordinates"": [[[2.412274304872599, 48.84510215546413], [2.412363897295467, 48.84508656636257], [2.4123153498235763, 48.84498651116041], [2.4121881386137627, 48.845009929550066], [2.412274304872599, 48.84510215546413]]], ""type"": ""Polygon""}";48.84504344561106, 2.412283529086686
EC463181;75008;2025-08-25;2025-12-19;Ville de Paris (Tvx sur espace ou édifice public);Section de l'Assainissement de Paris;21.0;Travaux sur réseau d’assainissement;EMPRISE_TROTTOIR;;921136;301419;"{""coordinates"": [[[2.3046912951671685, 48.87030459685208], [2.304703853000552, 48.87029465200029], [2.3046428186351795, 48.87026469820864], [2.304663750382863, 48.8702479714853], [2.3045990335025257, 48.870235300568474], [2.3045822734962234, 48.87024977527704], [2.3046912951671685, 48.87030459685208]]], ""type"": ""Polygon""}";48.87026462378282, 2.3046388645584774
EC463382;75018;2025-09-29;2027-09-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;34.05;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;DEUX_ROUES,STATIONNEMENT_PAYANT;921293;301559;"{""coordinates"": [[[2.336542854999714, 48.8844853965451], [2.336195111875728, 48.884628272889046], [2.336208868519413, 48.88463244740434], [2.3363830904206813, 48.884560555771145], [2.336392048024091, 48.88456197150189], [2.3364850739990213, 48.88452241562726], [2.336490528193416, 48.88452791018186], [2.3365196766613843, 48.884516232933166], [2.3365155979617276, 48.88451120106316], [2.3365405865048503, 48.884500865939614], [2.336542854999714, 48.8844853965451]]], ""type"": ""Polygon""}";48.88455344128327, 2.3363932689463405
EC424301;75006;2024-12-02;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;34.09;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;890757;276707;"{""coordinates"": [[[2.338623229048912, 48.850247800480076], [2.338651917761742, 48.85024363315096], [2.338654131973217, 48.850096333305274], [2.338626881522837, 48.850095954237936], [2.338623229048912, 48.850247800480076]]], ""type"": ""Polygon""}";48.85017153701046, 2.3386389588493333
EC421830;75016;2024-12-02;2026-01-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;68.19;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;888872;275169;"{""coordinates"": [[[2.2874344994235187, 48.86230129958987], [2.287603639927964, 48.8624214078579], [2.287657897774778, 48.86239031014025], [2.2875779393052325, 48.8623324581642], [2.2875557117336807, 48.86234279880606], [2.2875029717716155, 48.862313341295476], [2.287488379565303, 48.86232054097549], [2.287445947897086, 48.86229433211778], [2.2874344994235187, 48.86230129958987]]], ""type"": ""Polygon""}";48.862362372870095, 2.2875620444566027
EC452799;75002;2025-06-16;2025-11-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;14.62;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;911758;293723;"{""coordinates"": [[[2.353775526576559, 48.869032725195076], [2.3537661078841734, 48.86901294190298], [2.3536872175230985, 48.86902921220042], [2.3536979931174904, 48.86905082399085], [2.353775526576559, 48.869032725195076]]], ""type"": ""Polygon""}";48.86903154945812, 2.353731101912802
EC460370;75019;2025-07-28;2026-06-30;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;45.73;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;918853;299507;"{""coordinates"": [[[2.3764262937587888, 48.88495510057009], [2.3762211397336275, 48.88513526225907], [2.3762406963338263, 48.88514538263309], [2.376445501269737, 48.88496567325387], [2.3764262937587888, 48.88495510057009]]], ""type"": ""Polygon""}";48.88505027283278, 2.3763334952789856
EC474827;75013;2025-11-10;2028-02-28;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;382.63;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;928463;307348;"{""coordinates"": [[[2.3701684295282677, 48.83458202768744], [2.3698561908414484, 48.834925494573405], [2.3699620007905002, 48.8349608259931], [2.3702675075183284, 48.834624921255674], [2.3701684295282677, 48.83458202768744]]], ""type"": ""Polygon""}";48.83477321562709, 2.3700633700429834
EC474763;75003;2025-11-03;2026-09-03;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;19.83;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;912313;294196;"{""coordinates"": [[[2.364028343012092, 48.86240823285204], [2.364009548339904, 48.862421338061395], [2.364115495970429, 48.862477227873924], [2.3641346312828158, 48.86246457952724], [2.364028343012092, 48.86240823285204]]], ""type"": ""Polygon""}";48.86244278232136, 2.364071906304428
EC473428;75018;2025-10-27;2026-01-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;7.69;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;926366;305648;"{""coordinates"": [[[2.348025510914876, 48.889055666215334], [2.348024629814288, 48.88903781161264], [2.347973317627481, 48.88903279636406], [2.3479714372418465, 48.889050635930005], [2.348025510914876, 48.889055666215334]]], ""type"": ""Polygon""}";48.889044299472516, 2.3479986608206245
EC470301;75011;2025-11-06;2025-12-05;Opérateurs de réseau (gaz-électricité-RATP-etc);GRDF;0.64;Travaux sur réseau de gaz;EMPRISE_TROTTOIR;;926932;306107;"{""coordinates"": [[[2.382331978756916, 48.8584711702722], [2.3823272296376943, 48.85846431521945], [2.382318226690411, 48.858467000965234], [2.382322280779703, 48.85847430839973], [2.382331978756916, 48.8584711702722]]], ""type"": ""Polygon""}";48.85846925710522, 2.382324939299543
EC475605;75019;2025-11-12;2025-12-19;Ville de Paris (Tvx sur espace ou édifice public);Direction de la Voirie et des Déplacements;2581.86;Aménagement ou entretien de l’espace public;EMPRISE_CHAUSSEE;;931097;309481;"{""coordinates"": [[[[2.381237662644146, 48.88474519079552], [2.3813661148697154, 48.88475260580369], [2.382009216093057, 48.88362341110106], [2.3822233358744733, 48.88368118268078], [2.3823119582449377, 48.88360878279723], [2.3821022261903066, 48.88349153457258], [2.382418851686117, 48.882927314529056], [2.382336541099474, 48.88288155664091], [2.381237662644146, 48.88474519079552]]], [[[2.3812375624467936, 48.884745360250236], [2.3809122221887047, 48.88529708913576], [2.3810089578219373, 48.885317018303795], [2.3813605669578055, 48.884754601519845], [2.3812375624467936, 48.884745360250236]]], [[[2.3812375624467936, 48.884745360250236], [2.381237662644146, 48.88474519079552], [2.3812275035017536, 48.88474460409332], [2.3812375624467936, 48.884745360250236]]]], ""type"": ""MultiPolygon""}";48.88406914748249, 2.3817129720936654
EC440684;75016;2025-06-02;2025-12-26;Opérateurs de réseau (gaz-électricité-RATP-etc);CPCU;711.68;Travaux sur réseau de chauffage urbain;EMPRISE_CHAUSSEE;;903776;287253;"{""coordinates"": [[[2.272229917184359, 48.86750507650218], [2.2732134177816574, 48.86864967079415], [2.273238105317548, 48.868639194889134], [2.2732428978681254, 48.86862556287476], [2.2731957699127645, 48.86854027560757], [2.273173179330437, 48.86851028632438], [2.2722886337006205, 48.8674853977941], [2.272229917184359, 48.86750507650218]]], ""type"": ""Polygon""}";48.8680616666472, 2.272746502721008
EC449058;75008;2025-07-28;2025-12-26;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;24.0;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;909757;292116;"{""coordinates"": [[[2.3237794251082, 48.87341820831274], [2.323803534360673, 48.873395576811106], [2.32389889230944, 48.873388373929444], [2.3238957467966457, 48.87336937918453], [2.323793805325845, 48.87337614826386], [2.323746935944754, 48.87342166799781], [2.3237794251082, 48.87341820831274]]], ""type"": ""Polygon""}";48.8733891291478, 2.3238245122300025
EC467392;75016;2025-10-13;2026-03-27;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;13.08;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;924403;304111;"{""coordinates"": [[[2.286730810714371, 48.865100848680115], [2.2868447154719638, 48.86509934114465], [2.286844495578501, 48.86508513279144], [2.2867305871211876, 48.86508691280777], [2.286730810714371, 48.865100848680115]]], ""type"": ""Polygon""}";48.86509305612244, 2.286787835941935
EC449716;75003;2025-08-28;2027-03-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;125.71;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;901648;292509;"{""coordinates"": [[[2.360391966124064, 48.86009427123127], [2.3603647316183394, 48.86006407126871], [2.3600305830227555, 48.86024260936571], [2.3600737405242094, 48.86026879622117], [2.360391966124064, 48.86009427123127]]], ""type"": ""Polygon""}";48.86016878084156, 2.3602124936774724
EC466249;75011;2025-09-15;2025-12-31;Tiers (travaux sur bâtiment);PERSONNE PHYSIQUE;9.97;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;;883403;302300;"{""coordinates"": [[[2.3763294913287716, 48.86261231110743], [2.376336452162255, 48.86260733803572], [2.376203270710034, 48.86254790235969], [2.3761935389024105, 48.86255377111668], [2.3763294913287716, 48.86261231110743]]], ""type"": ""Polygon""}";48.862579190904626, 2.3762630775426166
EC446796;75017;2025-10-06;2026-01-07;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;115.2;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;908248;290884;"{""coordinates"": [[[2.2934920836759587, 48.87459240267555], [2.2935076505171406, 48.87461526230046], [2.293521543136443, 48.874608969755414], [2.293513414127289, 48.874597537005144], [2.2935245014633368, 48.874594415172155], [2.2935211374171867, 48.874588019880655], [2.293623730041796, 48.87455674993464], [2.2936639266320995, 48.87454514818594], [2.293631737771435, 48.87447528799384], [2.293452184082673, 48.87453114860051], [2.2934920836759587, 48.87459240267555]]], ""type"": ""Polygon""}";48.87453826810159, 2.2935591451722077
EC455012;75001;2025-07-15;2025-12-19;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;16.33;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;914306;295821;"{""coordinates"": [[[2.345017255725253, 48.85994181911298], [2.3450248573912615, 48.85993606441339], [2.3450885644680883, 48.86000885834546], [2.3451900573517084, 48.859970500701195], [2.3451863657936403, 48.859964684196704], [2.345158004057702, 48.85997487871205], [2.3450930598879034, 48.86000060353962], [2.3450120007905255, 48.8599107421207], [2.344994361193867, 48.85991644097862], [2.345017255725253, 48.85994181911298]]], ""type"": ""Polygon""}";48.859963862598114, 2.345076162995914
EC470097;75011;2025-11-14;2025-12-12;Opérateurs de réseau (gaz-électricité-RATP-etc);ENEDIS;3.66;Travaux sur réseau électrique;EMPRISE_TROTTOIR;;926772;305973;"{""coordinates"": [[[2.3669516609042804, 48.86582451027428], [2.366984380423089, 48.86580627919265], [2.366973273330106, 48.86579730346685], [2.3669431284717892, 48.86581668673137], [2.3669516609042804, 48.86582451027428]]], ""type"": ""Polygon""}";48.86581091537244, 2.3669636236723526
EC473263;75015;2025-10-21;2026-02-23;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;1.07;Construction ou réhabilitation d’immeuble;EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;928770;307634;"{""coordinates"": [[[2.2919541279694062, 48.85279908718661], [2.2919454000511976, 48.85279138558117], [2.291933744322824, 48.85279605173772], [2.291941920321701, 48.85280375097726], [2.2919541279694062, 48.85279908718661]]], ""type"": ""Polygon""}";48.852797581836704, 2.291943840566295
EC456833;75009;2025-07-02;2026-07-31;Tiers (travaux sur bâtiment);Propriétés - Co-propriétés publiques et privées;20.57;Construction ou réhabilitation d’immeuble;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;913210;294920;"{""coordinates"": [[[2.335649632556788, 48.877844033355416], [2.335621532584302, 48.877845729142045], [2.3356372380002, 48.8779352426199], [2.3356649405660765, 48.87793327932015], [2.335649632556788, 48.877844033355416]]], ""type"": ""Polygon""}";48.877889478959496, 2.335643312302608
